"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-04,276,monthly,320374,505544,411654,419123,311588,2013-04-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-05,299,monthly,321753,504946,411355,419160,313054,2013-05-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-06,334,monthly,334018,523680,426966,437380,324839,2013-06-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-07,451,monthly,336393,526268,430144,441772,327063,2013-07-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-08,469,monthly,339601,534467,436059,448367,330017,2013-08-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-09,414,monthly,342350,539919,439975,451338,332731,2013-09-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-10,398,monthly,356246,564805,457948,468338,346323,2013-10-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-11,486,monthly,372948,591389,479507,487839,362722,2013-11-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-12,397,monthly,386044,611118,495543,503767,375542,2013-12-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-01,430,monthly,389954,617604,501636,509522,379298,2014-01-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-02,426,monthly,396060,629565,511006,518283,385181,2014-02-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-03,525,monthly,403735,645660,523813,529468,392557,2014-03-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-04,466,monthly,412951,659991,536766,543221,401437,2014-04-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-05,438,monthly,417336,664810,540704,549164,405696,2014-05-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-06,466,monthly,419435,670898,543857,552758,407694,2014-06-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-07,421,monthly,417663,672054,543007,551883,405897,2014-07-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-08,405,monthly,423896,687646,554404,563251,411795,2014-08-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-09,400,monthly,430188,695186,563658,573522,417816,2014-09-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-10,472,monthly,441146,711200,577522,585972,428563,2014-10-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-11,397,monthly,438786,706674,575243,581576,426328,2014-11-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2014-12,334,monthly,444045,715514,580918,586271,431549,2014-12-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2015-01,276,monthly,447028,720566,585300,590400,434438,2015-01-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2015-02,251,monthly,449433,719858,584877,592024,436871,2015-02-01
