date,period,borough,gss_code,sales_volume,avg_price_all_property_types
2008-03-01,2008-03,Greenwich,E09000011,255,252823
2008-03-01,2008-03,Hackney,E09000012,175,323971
2008-03-01,2008-03,Newham,E09000025,394,240178
2008-03-01,2008-03,Tower Hamlets,E09000030,276,347056
2008-03-01,2008-03,Waltham Forest,E09000031,228,253838
2008-04-01,2008-04,Greenwich,E09000011,205,254533
2008-04-01,2008-04,Hackney,E09000012,162,326905
2008-04-01,2008-04,Newham,E09000025,331,233503
2008-04-01,2008-04,Tower Hamlets,E09000030,215,352383
2008-04-01,2008-04,Waltham Forest,E09000031,273,249159
2008-05-01,2008-05,Greenwich,E09000011,234,253085
2008-05-01,2008-05,Hackney,E09000012,161,335344
2008-05-01,2008-05,Newham,E09000025,300,233939
2008-05-01,2008-05,Tower Hamlets,E09000030,262,351537
2008-05-01,2008-05,Waltham Forest,E09000031,223,247440
2008-06-01,2008-06,Greenwich,E09000011,233,254379
2008-06-01,2008-06,Hackney,E09000012,136,343353
2008-06-01,2008-06,Newham,E09000025,309,241413
2008-06-01,2008-06,Tower Hamlets,E09000030,275,337728
2008-06-01,2008-06,Waltham Forest,E09000031,216,245435
2008-07-01,2008-07,Greenwich,E09000011,265,246801
2008-07-01,2008-07,Hackney,E09000012,144,336088
2008-07-01,2008-07,Newham,E09000025,176,243869
2008-07-01,2008-07,Tower Hamlets,E09000030,199,330901
2008-07-01,2008-07,Waltham Forest,E09000031,202,243251
2008-08-01,2008-08,Greenwich,E09000011,166,241936
2008-08-01,2008-08,Hackney,E09000012,118,329744
2008-08-01,2008-08,Newham,E09000025,128,236197
2008-08-01,2008-08,Tower Hamlets,E09000030,253,324404
2008-08-01,2008-08,Waltham Forest,E09000031,191,239382
2008-09-01,2008-09,Greenwich,E09000011,140,235503
2008-09-01,2008-09,Hackney,E09000012,83,313584
2008-09-01,2008-09,Newham,E09000025,105,227593
2008-09-01,2008-09,Tower Hamlets,E09000030,149,319748
2008-09-01,2008-09,Waltham Forest,E09000031,161,233222
2008-10-01,2008-10,Greenwich,E09000011,151,230832
2008-10-01,2008-10,Hackney,E09000012,108,309739
2008-10-01,2008-10,Newham,E09000025,91,216341
2008-10-01,2008-10,Tower Hamlets,E09000030,144,317148
2008-10-01,2008-10,Waltham Forest,E09000031,170,224419
2008-11-01,2008-11,Greenwich,E09000011,113,227434
2008-11-01,2008-11,Hackney,E09000012,110,309453
2008-11-01,2008-11,Newham,E09000025,68,215225
2008-11-01,2008-11,Tower Hamlets,E09000030,106,294563
2008-11-01,2008-11,Waltham Forest,E09000031,110,219043
2008-12-01,2008-12,Greenwich,E09000011,112,226617
2008-12-01,2008-12,Hackney,E09000012,135,304083
2008-12-01,2008-12,Newham,E09000025,127,200378
2008-12-01,2008-12,Tower Hamlets,E09000030,130,281013
2008-12-01,2008-12,Waltham Forest,E09000031,124,216323
2009-01-01,2009-01,Greenwich,E09000011,90,227242
2009-01-01,2009-01,Hackney,E09000012,82,307514
2009-01-01,2009-01,Newham,E09000025,84,197562
2009-01-01,2009-01,Tower Hamlets,E09000030,108,275970
2009-01-01,2009-01,Waltham Forest,E09000031,110,217709
2009-02-01,2009-02,Greenwich,E09000011,72,225359
2009-02-01,2009-02,Hackney,E09000012,79,294056
2009-02-01,2009-02,Newham,E09000025,72,195065
2009-02-01,2009-02,Tower Hamlets,E09000030,121,284328
2009-02-01,2009-02,Waltham Forest,E09000031,97,214437
2009-03-01,2009-03,Greenwich,E09000011,122,219490
2009-03-01,2009-03,Hackney,E09000012,93,302419
2009-03-01,2009-03,Newham,E09000025,88,200015
2009-03-01,2009-03,Tower Hamlets,E09000030,149,290583
2009-03-01,2009-03,Waltham Forest,E09000031,115,210295
2009-04-01,2009-04,Greenwich,E09000011,88,216749
2009-04-01,2009-04,Hackney,E09000012,152,276768
2009-04-01,2009-04,Newham,E09000025,88,198759
2009-04-01,2009-04,Tower Hamlets,E09000030,115,282032
2009-04-01,2009-04,Waltham Forest,E09000031,103,205342
2009-05-01,2009-05,Greenwich,E09000011,125,211760
2009-05-01,2009-05,Hackney,E09000012,107,273305
2009-05-01,2009-05,Newham,E09000025,98,191582
2009-05-01,2009-05,Tower Hamlets,E09000030,192,280797
2009-05-01,2009-05,Waltham Forest,E09000031,127,202687
2009-06-01,2009-06,Greenwich,E09000011,161,211456
2009-06-01,2009-06,Hackney,E09000012,191,260137
2009-06-01,2009-06,Newham,E09000025,112,190613
2009-06-01,2009-06,Tower Hamlets,E09000030,260,279740
2009-06-01,2009-06,Waltham Forest,E09000031,154,202745
2009-07-01,2009-07,Greenwich,E09000011,216,212398
2009-07-01,2009-07,Hackney,E09000012,160,280330
2009-07-01,2009-07,Newham,E09000025,130,193266
2009-07-01,2009-07,Tower Hamlets,E09000030,359,271410
2009-07-01,2009-07,Waltham Forest,E09000031,216,204536
2009-08-01,2009-08,Greenwich,E09000011,219,218774
2009-08-01,2009-08,Hackney,E09000012,199,286783
2009-08-01,2009-08,Newham,E09000025,110,199023
2009-08-01,2009-08,Tower Hamlets,E09000030,299,263928
2009-08-01,2009-08,Waltham Forest,E09000031,191,208772
2009-09-01,2009-09,Greenwich,E09000011,201,225987
2009-09-01,2009-09,Hackney,E09000012,166,300863
2009-09-01,2009-09,Newham,E09000025,155,196602
2009-09-01,2009-09,Tower Hamlets,E09000030,304,271942
2009-09-01,2009-09,Waltham Forest,E09000031,191,214390
2009-10-01,2009-10,Greenwich,E09000011,222,230796
2009-10-01,2009-10,Hackney,E09000012,186,304195
2009-10-01,2009-10,Newham,E09000025,134,196915
2009-10-01,2009-10,Tower Hamlets,E09000030,258,289801
2009-10-01,2009-10,Waltham Forest,E09000031,243,217647
2009-11-01,2009-11,Greenwich,E09000011,184,232147
2009-11-01,2009-11,Hackney,E09000012,189,310619
2009-11-01,2009-11,Newham,E09000025,139,198246
2009-11-01,2009-11,Tower Hamlets,E09000030,367,306398
2009-11-01,2009-11,Waltham Forest,E09000031,201,220267
2009-12-01,2009-12,Greenwich,E09000011,237,232871
2009-12-01,2009-12,Hackney,E09000012,248,304758
2009-12-01,2009-12,Newham,E09000025,198,202198
2009-12-01,2009-12,Tower Hamlets,E09000030,434,304924
2009-12-01,2009-12,Waltham Forest,E09000031,223,220437
2010-01-01,2010-01,Greenwich,E09000011,137,233712
2010-01-01,2010-01,Hackney,E09000012,149,305856
2010-01-01,2010-01,Newham,E09000025,108,203356
2010-01-01,2010-01,Tower Hamlets,E09000030,263,304977
2010-01-01,2010-01,Waltham Forest,E09000031,139,221775
2010-02-01,2010-02,Greenwich,E09000011,169,234376
2010-02-01,2010-02,Hackney,E09000012,140,308574
2010-02-01,2010-02,Newham,E09000025,137,205563
2010-02-01,2010-02,Tower Hamlets,E09000030,263,306989
2010-02-01,2010-02,Waltham Forest,E09000031,171,226508
2010-03-01,2010-03,Greenwich,E09000011,170,236809
2010-03-01,2010-03,Hackney,E09000012,161,307364
2010-03-01,2010-03,Newham,E09000025,173,208894
2010-03-01,2010-03,Tower Hamlets,E09000030,299,313882
2010-03-01,2010-03,Waltham Forest,E09000031,180,229543
2010-04-01,2010-04,Greenwich,E09000011,165,235369
2010-04-01,2010-04,Hackney,E09000012,184,308192
2010-04-01,2010-04,Newham,E09000025,117,211232
2010-04-01,2010-04,Tower Hamlets,E09000030,291,317206
2010-04-01,2010-04,Waltham Forest,E09000031,160,232335
2010-05-01,2010-05,Greenwich,E09000011,156,238200
2010-05-01,2010-05,Hackney,E09000012,145,304416
2010-05-01,2010-05,Newham,E09000025,140,212951
2010-05-01,2010-05,Tower Hamlets,E09000030,343,312681
2010-05-01,2010-05,Waltham Forest,E09000031,150,230616
2010-06-01,2010-06,Greenwich,E09000011,196,238048
2010-06-01,2010-06,Hackney,E09000012,173,315870
2010-06-01,2010-06,Newham,E09000025,179,213393
2010-06-01,2010-06,Tower Hamlets,E09000030,395,311135
2010-06-01,2010-06,Waltham Forest,E09000031,232,227247
2010-07-01,2010-07,Greenwich,E09000011,259,246940
2010-07-01,2010-07,Hackney,E09000012,208,314851
2010-07-01,2010-07,Newham,E09000025,155,217273
2010-07-01,2010-07,Tower Hamlets,E09000030,389,308377
2010-07-01,2010-07,Waltham Forest,E09000031,225,230187
2010-08-01,2010-08,Greenwich,E09000011,181,251407
2010-08-01,2010-08,Hackney,E09000012,202,318460
2010-08-01,2010-08,Newham,E09000025,141,217136
2010-08-01,2010-08,Tower Hamlets,E09000030,277,312037
2010-08-01,2010-08,Waltham Forest,E09000031,209,229762
2010-09-01,2010-09,Greenwich,E09000011,201,253221
2010-09-01,2010-09,Hackney,E09000012,197,317769
2010-09-01,2010-09,Newham,E09000025,147,220117
2010-09-01,2010-09,Tower Hamlets,E09000030,300,309656
2010-09-01,2010-09,Waltham Forest,E09000031,192,234518
2010-10-01,2010-10,Greenwich,E09000011,227,247991
2010-10-01,2010-10,Hackney,E09000012,198,314906
2010-10-01,2010-10,Newham,E09000025,129,217854
2010-10-01,2010-10,Tower Hamlets,E09000030,271,311788
2010-10-01,2010-10,Waltham Forest,E09000031,212,231415
2010-11-01,2010-11,Greenwich,E09000011,176,243857
2010-11-01,2010-11,Hackney,E09000012,235,306858
2010-11-01,2010-11,Newham,E09000025,140,218431
2010-11-01,2010-11,Tower Hamlets,E09000030,391,307598
2010-11-01,2010-11,Waltham Forest,E09000031,188,230552
2010-12-01,2010-12,Greenwich,E09000011,196,242643
2010-12-01,2010-12,Hackney,E09000012,195,305060
2010-12-01,2010-12,Newham,E09000025,115,217382
2010-12-01,2010-12,Tower Hamlets,E09000030,286,308267
2010-12-01,2010-12,Waltham Forest,E09000031,184,227518
2011-01-01,2011-01,Greenwich,E09000011,142,243139
2011-01-01,2011-01,Hackney,E09000012,137,304203
2011-01-01,2011-01,Newham,E09000025,108,218042
2011-01-01,2011-01,Tower Hamlets,E09000030,260,311115
2011-01-01,2011-01,Waltham Forest,E09000031,161,224928
2011-02-01,2011-02,Greenwich,E09000011,156,241985
2011-02-01,2011-02,Hackney,E09000012,131,310751
2011-02-01,2011-02,Newham,E09000025,103,214716
2011-02-01,2011-02,Tower Hamlets,E09000030,209,314624
2011-02-01,2011-02,Waltham Forest,E09000031,163,225895
2011-03-01,2011-03,Greenwich,E09000011,195,238870
2011-03-01,2011-03,Hackney,E09000012,129,304410
2011-03-01,2011-03,Newham,E09000025,147,211034
2011-03-01,2011-03,Tower Hamlets,E09000030,270,319745
2011-03-01,2011-03,Waltham Forest,E09000031,192,223628
2011-04-01,2011-04,Greenwich,E09000011,179,240442
2011-04-01,2011-04,Hackney,E09000012,124,314568
2011-04-01,2011-04,Newham,E09000025,114,209677
2011-04-01,2011-04,Tower Hamlets,E09000030,214,321563
2011-04-01,2011-04,Waltham Forest,E09000031,153,225648
2011-05-01,2011-05,Greenwich,E09000011,200,245689
2011-05-01,2011-05,Hackney,E09000012,161,312799
2011-05-01,2011-05,Newham,E09000025,125,213256
2011-05-01,2011-05,Tower Hamlets,E09000030,279,318504
2011-05-01,2011-05,Waltham Forest,E09000031,160,226474
2011-06-01,2011-06,Greenwich,E09000011,231,246520
2011-06-01,2011-06,Hackney,E09000012,233,315292
2011-06-01,2011-06,Newham,E09000025,124,216229
2011-06-01,2011-06,Tower Hamlets,E09000030,345,309720
2011-06-01,2011-06,Waltham Forest,E09000031,193,226282
2011-07-01,2011-07,Greenwich,E09000011,306,243830
2011-07-01,2011-07,Hackney,E09000012,181,319212
2011-07-01,2011-07,Newham,E09000025,145,217052
2011-07-01,2011-07,Tower Hamlets,E09000030,390,304446
2011-07-01,2011-07,Waltham Forest,E09000031,201,228336
2011-08-01,2011-08,Greenwich,E09000011,264,242157
2011-08-01,2011-08,Hackney,E09000012,270,322981
2011-08-01,2011-08,Newham,E09000025,138,218259
2011-08-01,2011-08,Tower Hamlets,E09000030,307,309614
2011-08-01,2011-08,Waltham Forest,E09000031,243,226774
2011-09-01,2011-09,Greenwich,E09000011,241,245144
2011-09-01,2011-09,Hackney,E09000012,272,334070
2011-09-01,2011-09,Newham,E09000025,142,221530
2011-09-01,2011-09,Tower Hamlets,E09000030,262,317074
2011-09-01,2011-09,Waltham Forest,E09000031,214,231629
2011-10-01,2011-10,Greenwich,E09000011,214,242491
2011-10-01,2011-10,Hackney,E09000012,178,327870
2011-10-01,2011-10,Newham,E09000025,127,221927
2011-10-01,2011-10,Tower Hamlets,E09000030,255,318995
2011-10-01,2011-10,Waltham Forest,E09000031,212,232261
2011-11-01,2011-11,Greenwich,E09000011,217,239161
2011-11-01,2011-11,Hackney,E09000012,198,334455
2011-11-01,2011-11,Newham,E09000025,143,222021
2011-11-01,2011-11,Tower Hamlets,E09000030,321,320643
2011-11-01,2011-11,Waltham Forest,E09000031,206,232816
2011-12-01,2011-12,Greenwich,E09000011,215,236008
2011-12-01,2011-12,Hackney,E09000012,203,329394
2011-12-01,2011-12,Newham,E09000025,186,219920
2011-12-01,2011-12,Tower Hamlets,E09000030,250,318010
2011-12-01,2011-12,Waltham Forest,E09000031,219,232475
2012-01-01,2012-01,Greenwich,E09000011,180,240867
2012-01-01,2012-01,Hackney,E09000012,128,335152
2012-01-01,2012-01,Newham,E09000025,175,223083
2012-01-01,2012-01,Tower Hamlets,E09000030,209,316100
2012-01-01,2012-01,Waltham Forest,E09000031,162,231367
2012-02-01,2012-02,Greenwich,E09000011,210,243042
2012-02-01,2012-02,Hackney,E09000012,198,321270
2012-02-01,2012-02,Newham,E09000025,124,219884
2012-02-01,2012-02,Tower Hamlets,E09000030,246,309192
2012-02-01,2012-02,Waltham Forest,E09000031,161,232544
2012-03-01,2012-03,Greenwich,E09000011,317,245263
2012-03-01,2012-03,Hackney,E09000012,220,320137
2012-03-01,2012-03,Newham,E09000025,215,221190
2012-03-01,2012-03,Tower Hamlets,E09000030,354,304499
2012-03-01,2012-03,Waltham Forest,E09000031,248,231358
2012-04-01,2012-04,Greenwich,E09000011,174,246754
2012-04-01,2012-04,Hackney,E09000012,153,321851
2012-04-01,2012-04,Newham,E09000025,82,218629
2012-04-01,2012-04,Tower Hamlets,E09000030,229,302374
2012-04-01,2012-04,Waltham Forest,E09000031,125,232932
2012-05-01,2012-05,Greenwich,E09000011,224,249195
2012-05-01,2012-05,Hackney,E09000012,190,327462
2012-05-01,2012-05,Newham,E09000025,105,222850
2012-05-01,2012-05,Tower Hamlets,E09000030,332,300543
2012-05-01,2012-05,Waltham Forest,E09000031,159,236364
2012-06-01,2012-06,Greenwich,E09000011,273,252043
2012-06-01,2012-06,Hackney,E09000012,216,332068
2012-06-01,2012-06,Newham,E09000025,112,221945
2012-06-01,2012-06,Tower Hamlets,E09000030,371,309999
2012-06-01,2012-06,Waltham Forest,E09000031,203,240165
2012-07-01,2012-07,Greenwich,E09000011,226,254672
2012-07-01,2012-07,Hackney,E09000012,218,335418
2012-07-01,2012-07,Newham,E09000025,131,226166
2012-07-01,2012-07,Tower Hamlets,E09000030,388,311173
2012-07-01,2012-07,Waltham Forest,E09000031,199,244503
2012-08-01,2012-08,Greenwich,E09000011,256,254872
2012-08-01,2012-08,Hackney,E09000012,288,344295
2012-08-01,2012-08,Newham,E09000025,103,224613
2012-08-01,2012-08,Tower Hamlets,E09000030,330,318743
2012-08-01,2012-08,Waltham Forest,E09000031,240,243700
2012-09-01,2012-09,Greenwich,E09000011,190,254103
2012-09-01,2012-09,Hackney,E09000012,298,348934
2012-09-01,2012-09,Newham,E09000025,156,223795
2012-09-01,2012-09,Tower Hamlets,E09000030,316,317437
2012-09-01,2012-09,Waltham Forest,E09000031,179,242815
2012-10-01,2012-10,Greenwich,E09000011,225,253575
2012-10-01,2012-10,Hackney,E09000012,233,345588
2012-10-01,2012-10,Newham,E09000025,178,221145
2012-10-01,2012-10,Tower Hamlets,E09000030,302,322807
2012-10-01,2012-10,Waltham Forest,E09000031,208,239047
2012-11-01,2012-11,Greenwich,E09000011,249,253141
2012-11-01,2012-11,Hackney,E09000012,224,351955
2012-11-01,2012-11,Newham,E09000025,152,220952
2012-11-01,2012-11,Tower Hamlets,E09000030,296,322711
2012-11-01,2012-11,Waltham Forest,E09000031,234,239518
2012-12-01,2012-12,Greenwich,E09000011,240,255292
2012-12-01,2012-12,Hackney,E09000012,252,354239
2012-12-01,2012-12,Newham,E09000025,170,224119
2012-12-01,2012-12,Tower Hamlets,E09000030,223,324637
2012-12-01,2012-12,Waltham Forest,E09000031,207,244522
2013-01-01,2013-01,Greenwich,E09000011,187,256926
2013-01-01,2013-01,Hackney,E09000012,157,362867
2013-01-01,2013-01,Newham,E09000025,136,225971
2013-01-01,2013-01,Tower Hamlets,E09000030,305,322706
2013-01-01,2013-01,Waltham Forest,E09000031,170,244565
2013-02-01,2013-02,Greenwich,E09000011,182,258357
2013-02-01,2013-02,Hackney,E09000012,161,364941
2013-02-01,2013-02,Newham,E09000025,192,227412
2013-02-01,2013-02,Tower Hamlets,E09000030,253,323403
2013-02-01,2013-02,Waltham Forest,E09000031,188,247701
2013-03-01,2013-03,Greenwich,E09000011,271,260672
2013-03-01,2013-03,Hackney,E09000012,192,367051
2013-03-01,2013-03,Newham,E09000025,173,228545
2013-03-01,2013-03,Tower Hamlets,E09000030,348,315233
2013-03-01,2013-03,Waltham Forest,E09000031,206,247444
2013-04-01,2013-04,Greenwich,E09000011,187,260790
2013-04-01,2013-04,Hackney,E09000012,217,369206
2013-04-01,2013-04,Newham,E09000025,139,230074
2013-04-01,2013-04,Tower Hamlets,E09000030,276,320374
2013-04-01,2013-04,Waltham Forest,E09000031,188,252365
2013-05-01,2013-05,Greenwich,E09000011,263,263837
2013-05-01,2013-05,Hackney,E09000012,259,370297
2013-05-01,2013-05,Newham,E09000025,172,231623
2013-05-01,2013-05,Tower Hamlets,E09000030,299,321753
2013-05-01,2013-05,Waltham Forest,E09000031,217,258148
2013-06-01,2013-06,Greenwich,E09000011,271,262701
2013-06-01,2013-06,Hackney,E09000012,243,374442
2013-06-01,2013-06,Newham,E09000025,188,234837
2013-06-01,2013-06,Tower Hamlets,E09000030,334,334018
2013-06-01,2013-06,Waltham Forest,E09000031,197,260043
2013-07-01,2013-07,Greenwich,E09000011,315,265784
2013-07-01,2013-07,Hackney,E09000012,272,380617
2013-07-01,2013-07,Newham,E09000025,216,234180
2013-07-01,2013-07,Tower Hamlets,E09000030,451,336393
2013-07-01,2013-07,Waltham Forest,E09000031,284,264907
2013-08-01,2013-08,Greenwich,E09000011,353,268874
2013-08-01,2013-08,Hackney,E09000012,298,392378
2013-08-01,2013-08,Newham,E09000025,194,234894
2013-08-01,2013-08,Tower Hamlets,E09000030,469,339601
2013-08-01,2013-08,Waltham Forest,E09000031,295,266984
2013-09-01,2013-09,Greenwich,E09000011,349,273423
2013-09-01,2013-09,Hackney,E09000012,230,408202
2013-09-01,2013-09,Newham,E09000025,239,234056
2013-09-01,2013-09,Tower Hamlets,E09000030,414,342350
2013-09-01,2013-09,Waltham Forest,E09000031,252,273327
2013-10-01,2013-10,Greenwich,E09000011,395,274955
2013-10-01,2013-10,Hackney,E09000012,208,406084
2013-10-01,2013-10,Newham,E09000025,205,233577
2013-10-01,2013-10,Tower Hamlets,E09000030,398,356246
2013-10-01,2013-10,Waltham Forest,E09000031,300,275107
2013-11-01,2013-11,Greenwich,E09000011,393,278419
2013-11-01,2013-11,Hackney,E09000012,244,411178
2013-11-01,2013-11,Newham,E09000025,266,238225
2013-11-01,2013-11,Tower Hamlets,E09000030,486,372948
2013-11-01,2013-11,Waltham Forest,E09000031,295,277826
2013-12-01,2013-12,Greenwich,E09000011,368,286121
2013-12-01,2013-12,Hackney,E09000012,239,416420
2013-12-01,2013-12,Newham,E09000025,266,239851
2013-12-01,2013-12,Tower Hamlets,E09000030,397,386044
2013-12-01,2013-12,Waltham Forest,E09000031,313,282076
2014-01-01,2014-01,Greenwich,E09000011,341,291914
2014-01-01,2014-01,Hackney,E09000012,169,429128
2014-01-01,2014-01,Newham,E09000025,237,244838
2014-01-01,2014-01,Tower Hamlets,E09000030,430,389954
2014-01-01,2014-01,Waltham Forest,E09000031,241,288169
2014-02-01,2014-02,Greenwich,E09000011,299,294398
2014-02-01,2014-02,Hackney,E09000012,256,437653
2014-02-01,2014-02,Newham,E09000025,218,244665
2014-02-01,2014-02,Tower Hamlets,E09000030,426,396060
2014-02-01,2014-02,Waltham Forest,E09000031,265,296375
2014-03-01,2014-03,Greenwich,E09000011,272,291602
2014-03-01,2014-03,Hackney,E09000012,212,448204
2014-03-01,2014-03,Newham,E09000025,264,245062
2014-03-01,2014-03,Tower Hamlets,E09000030,525,403735
2014-03-01,2014-03,Waltham Forest,E09000031,297,299627
2014-04-01,2014-04,Greenwich,E09000011,340,299582
2014-04-01,2014-04,Hackney,E09000012,246,455702
2014-04-01,2014-04,Newham,E09000025,211,253363
2014-04-01,2014-04,Tower Hamlets,E09000030,466,412951
2014-04-01,2014-04,Waltham Forest,E09000031,262,305270
2014-05-01,2014-05,Greenwich,E09000011,567,306871
2014-05-01,2014-05,Hackney,E09000012,226,467642
2014-05-01,2014-05,Newham,E09000025,241,260239
2014-05-01,2014-05,Tower Hamlets,E09000030,438,417336
2014-05-01,2014-05,Waltham Forest,E09000031,323,311409
2014-06-01,2014-06,Greenwich,E09000011,435,322485
2014-06-01,2014-06,Hackney,E09000012,310,475863
2014-06-01,2014-06,Newham,E09000025,319,269541
2014-06-01,2014-06,Tower Hamlets,E09000030,466,419435
2014-06-01,2014-06,Waltham Forest,E09000031,304,319175
2014-07-01,2014-07,Greenwich,E09000011,497,321906
2014-07-01,2014-07,Hackney,E09000012,280,485473
2014-07-01,2014-07,Newham,E09000025,250,275355
2014-07-01,2014-07,Tower Hamlets,E09000030,421,417663
2014-07-01,2014-07,Waltham Forest,E09000031,348,331655
2014-08-01,2014-08,Greenwich,E09000011,428,331352
2014-08-01,2014-08,Hackney,E09000012,244,496424
2014-08-01,2014-08,Newham,E09000025,287,282647
2014-08-01,2014-08,Tower Hamlets,E09000030,405,423896
2014-08-01,2014-08,Waltham Forest,E09000031,326,340170
2014-09-01,2014-09,Greenwich,E09000011,405,329205
2014-09-01,2014-09,Hackney,E09000012,266,497690
2014-09-01,2014-09,Newham,E09000025,263,288676
2014-09-01,2014-09,Tower Hamlets,E09000030,400,430188
2014-09-01,2014-09,Waltham Forest,E09000031,305,351787
2014-10-01,2014-10,Greenwich,E09000011,373,331507
2014-10-01,2014-10,Hackney,E09000012,282,499494
2014-10-01,2014-10,Newham,E09000025,283,290951
2014-10-01,2014-10,Tower Hamlets,E09000030,472,441146
2014-10-01,2014-10,Waltham Forest,E09000031,334,353145
2014-11-01,2014-11,Greenwich,E09000011,320,329220
2014-11-01,2014-11,Hackney,E09000012,206,482535
2014-11-01,2014-11,Newham,E09000025,227,291618
2014-11-01,2014-11,Tower Hamlets,E09000030,397,438786
2014-11-01,2014-11,Waltham Forest,E09000031,283,352944
2014-12-01,2014-12,Greenwich,E09000011,348,330411
2014-12-01,2014-12,Hackney,E09000012,221,486579
2014-12-01,2014-12,Newham,E09000025,245,291735
2014-12-01,2014-12,Tower Hamlets,E09000030,334,444045
2014-12-01,2014-12,Waltham Forest,E09000031,278,352494
2015-01-01,2015-01,Greenwich,E09000011,351,335216
2015-01-01,2015-01,Hackney,E09000012,194,485309
2015-01-01,2015-01,Newham,E09000025,198,290599
2015-01-01,2015-01,Tower Hamlets,E09000030,276,447028
2015-01-01,2015-01,Waltham Forest,E09000031,238,349739
2015-02-01,2015-02,Greenwich,E09000011,367,334826
2015-02-01,2015-02,Hackney,E09000012,167,496451
2015-02-01,2015-02,Newham,E09000025,211,292415
2015-02-01,2015-02,Tower Hamlets,E09000030,251,449433
2015-02-01,2015-02,Waltham Forest,E09000031,233,348180
2015-03-01,2015-03,Greenwich,E09000011,290,332690
2015-03-01,2015-03,Hackney,E09000012,176,493357
2015-03-01,2015-03,Newham,E09000025,217,295416
2015-03-01,2015-03,Tower Hamlets,E09000030,406,445219
2015-03-01,2015-03,Waltham Forest,E09000031,320,346670
2015-04-01,2015-04,Greenwich,E09000011,242,331074
2015-04-01,2015-04,Hackney,E09000012,243,510799
2015-04-01,2015-04,Newham,E09000025,185,300428
2015-04-01,2015-04,Tower Hamlets,E09000030,328,449002
2015-04-01,2015-04,Waltham Forest,E09000031,293,350669
2015-05-01,2015-05,Greenwich,E09000011,286,337654
2015-05-01,2015-05,Hackney,E09000012,229,523322
2015-05-01,2015-05,Newham,E09000025,228,304660
2015-05-01,2015-05,Tower Hamlets,E09000030,401,463623
2015-05-01,2015-05,Waltham Forest,E09000031,240,353653
2015-06-01,2015-06,Greenwich,E09000011,324,346368
2015-06-01,2015-06,Hackney,E09000012,311,532913
2015-06-01,2015-06,Newham,E09000025,374,306401
2015-06-01,2015-06,Tower Hamlets,E09000030,400,471684
2015-06-01,2015-06,Waltham Forest,E09000031,283,362381
2015-07-01,2015-07,Greenwich,E09000011,411,357198
2015-07-01,2015-07,Hackney,E09000012,369,537085
2015-07-01,2015-07,Newham,E09000025,268,310786
2015-07-01,2015-07,Tower Hamlets,E09000030,379,468385
2015-07-01,2015-07,Waltham Forest,E09000031,356,367223
2015-08-01,2015-08,Greenwich,E09000011,325,360101
2015-08-01,2015-08,Hackney,E09000012,336,542837
2015-08-01,2015-08,Newham,E09000025,240,315018
2015-08-01,2015-08,Tower Hamlets,E09000030,368,460865
2015-08-01,2015-08,Waltham Forest,E09000031,321,378253
2015-09-01,2015-09,Greenwich,E09000011,427,360828
2015-09-01,2015-09,Hackney,E09000012,215,541455
2015-09-01,2015-09,Newham,E09000025,283,322373
2015-09-01,2015-09,Tower Hamlets,E09000030,362,463000
2015-09-01,2015-09,Waltham Forest,E09000031,328,383513
2015-10-01,2015-10,Greenwich,E09000011,379,362226
2015-10-01,2015-10,Hackney,E09000012,235,539819
2015-10-01,2015-10,Newham,E09000025,307,327056
2015-10-01,2015-10,Tower Hamlets,E09000030,390,468623
2015-10-01,2015-10,Waltham Forest,E09000031,298,392747
2015-11-01,2015-11,Greenwich,E09000011,443,366348
2015-11-01,2015-11,Hackney,E09000012,213,537688
2015-11-01,2015-11,Newham,E09000025,273,331784
2015-11-01,2015-11,Tower Hamlets,E09000030,313,483790
2015-11-01,2015-11,Waltham Forest,E09000031,302,397752
2015-12-01,2015-12,Greenwich,E09000011,456,380375
2015-12-01,2015-12,Hackney,E09000012,234,546793
2015-12-01,2015-12,Newham,E09000025,298,333814
2015-12-01,2015-12,Tower Hamlets,E09000030,309,487530
2015-12-01,2015-12,Waltham Forest,E09000031,282,399019
2016-01-01,2016-01,Greenwich,E09000011,263,385751
2016-01-01,2016-01,Hackney,E09000012,157,565035
2016-01-01,2016-01,Newham,E09000025,252,340602
2016-01-01,2016-01,Tower Hamlets,E09000030,244,503590
2016-01-01,2016-01,Waltham Forest,E09000031,257,404667
2016-02-01,2016-02,Greenwich,E09000011,334,386189
2016-02-01,2016-02,Hackney,E09000012,162,575553
2016-02-01,2016-02,Newham,E09000025,238,344383
2016-02-01,2016-02,Tower Hamlets,E09000030,330,505402
2016-02-01,2016-02,Waltham Forest,E09000031,254,417508
2016-03-01,2016-03,Greenwich,E09000011,579,380621
2016-03-01,2016-03,Hackney,E09000012,383,585671
2016-03-01,2016-03,Newham,E09000025,479,351211
2016-03-01,2016-03,Tower Hamlets,E09000030,615,515287
2016-03-01,2016-03,Waltham Forest,E09000031,421,424530
2016-04-01,2016-04,Greenwich,E09000011,207,387360
2016-04-01,2016-04,Hackney,E09000012,155,553456
2016-04-01,2016-04,Newham,E09000025,132,352760
2016-04-01,2016-04,Tower Hamlets,E09000030,192,501379
2016-04-01,2016-04,Waltham Forest,E09000031,162,424112
2016-05-01,2016-05,Greenwich,E09000011,198,397415
2016-05-01,2016-05,Hackney,E09000012,175,533175
